emp_no,first_name,last_name,birth_date,from_date,to_date,title
442305,Maren,Steenbeek,1963-12-16,1985-08-03,9999-01-01,Senior Engineer
442306,Lihong,Brizzi,1964-02-28,1990-10-27,9999-01-01,Senior Engineer
442312,Zengping,Cusworth,1965-01-05,1991-06-07,9999-01-01,Senior Engineer
442335,Tiina,Melichar,1963-07-26,1991-02-15,9999-01-01,Senior Engineer
442337,Nahum,Gimarc,1963-05-27,1989-09-30,9999-01-01,Engineer
442338,Sreenivas,Begiun,1963-05-14,1990-12-28,9999-01-01,Technique Leader
442343,Shem,Azadmanesh,1963-12-30,1997-04-27,9999-01-01,Senior Engineer
442349,Abdulah,Broomell,1964-07-07,1999-07-25,9999-01-01,Staff
442352,Horward,Bellone,1963-01-15,1999-12-05,9999-01-01,Staff
442358,Ghassan,Bolsens,1964-07-21,1995-05-13,9999-01-01,Senior Engineer
442359,Shuji,Bellmore,1963-12-29,1991-12-27,9999-01-01,Senior Staff
442366,Hongzhu,Clouatre,1963-04-18,1990-08-29,9999-01-01,Technique Leader
442370,Youjian,Servi,1963-06-05,1985-09-29,9999-01-01,Senior Staff
442374,Rimli,Bennis,1963-01-19,1987-02-15,9999-01-01,Engineer
442379,Zeljko,Stiles,1964-12-30,1991-01-16,9999-01-01,Senior Staff
442380,Odoardo,Munck,1963-07-24,1986-06-04,9999-01-01,Senior Engineer
442383,Koichi,Thimonier,1963-07-05,1992-06-08,9999-01-01,Engineer
442387,Arco,Kavraki,1963-03-15,1997-01-11,9999-01-01,Senior Engineer
442389,Yakkov,Isaac,1963-05-07,1998-07-19,9999-01-01,Engineer
442395,Makato,Bardell,1963-03-18,1994-05-07,9999-01-01,Engineer
442397,Ghassan,Garnick,1964-05-08,1995-01-01,9999-01-01,Staff
442401,Hein,Pouyioutas,1963-07-05,1987-07-14,9999-01-01,Senior Staff
442409,Shugo,Crelier,1963-12-25,1995-11-04,9999-01-01,Staff
442410,Poorav,Gopalakrishnan,1963-12-21,1992-08-08,9999-01-01,Senior Staff
442412,Breannda,Orlowski,1963-12-26,1996-04-18,9999-01-01,Staff
442422,Harjit,Luca,1964-12-07,1994-06-25,9999-01-01,Senior Staff
442431,Jaroslava,Reghbati,1964-03-28,1992-04-06,9999-01-01,Technique Leader
442442,Hitofumi,Braunmuhl,1964-12-20,1996-01-02,9999-01-01,Engineer
442444,Chiradeep,Stavenow,1963-11-20,1992-07-13,9999-01-01,Staff
442446,Chinho,Vidya,1964-02-11,1996-12-15,9999-01-01,Engineer
442459,Naftali,Karcich,1964-05-02,1998-09-04,9999-01-01,Staff
442468,Zorica,Wixon,1964-09-27,1998-10-20,9999-01-01,Staff
442476,Stevo,Berendt,1964-11-09,1992-11-05,9999-01-01,Senior Staff
442480,Branimir,Denny,1964-01-29,1996-08-08,9999-01-01,Staff
442485,Chiradeep,Schreiter,1964-05-01,1986-10-12,9999-01-01,Senior Engineer
442490,Navid,Luke,1965-01-08,1994-10-17,9999-01-01,Engineer
442496,Mayumi,Pardalos,1963-09-17,1990-01-06,9999-01-01,Engineer
442500,Irene,Dechter,1964-08-06,1987-11-10,9999-01-01,Technique Leader
442510,Rosita,Adachi,1964-01-10,1994-10-04,9999-01-01,Senior Staff
442516,Pasqua,Brobst,1963-05-25,1991-12-23,9999-01-01,Engineer
442525,Alenka,Fraisse,1964-11-11,1989-03-21,9999-01-01,Senior Staff
442526,Shmuel,Schneeberger,1963-08-01,1987-08-30,9999-01-01,Senior Engineer
442537,Tran,Fargier,1964-01-10,1996-07-08,9999-01-01,Engineer
442543,Hatem,Back,1963-04-17,1986-06-25,9999-01-01,Senior Engineer
442556,Anneli,Niizuma,1964-04-10,1993-07-25,9999-01-01,Staff
442558,Bedrich,Swiss,1963-01-21,1995-09-12,9999-01-01,Engineer
442567,Danae,Jervis,1963-05-20,1999-10-23,9999-01-01,Engineer
442589,Phule,Constantine,1964-05-26,1991-02-11,9999-01-01,Engineer
442594,Evgueni,Radhakrishnan,1963-07-25,1994-06-07,9999-01-01,Staff
442600,Sachar,Sambasivam,1964-12-06,1990-05-27,9999-01-01,Senior Staff
442606,Atreye,Penz,1964-09-19,1991-06-04,9999-01-01,Senior Staff
442620,Demos,Peng,1963-05-08,1987-10-22,9999-01-01,Engineer
442624,Kshitij,Maliniak,1963-07-15,1996-11-08,9999-01-01,Engineer
442625,Nevio,Ranft,1963-11-29,1993-08-20,9999-01-01,Senior Engineer
442642,Subhada,Birta,1964-03-31,1989-06-28,9999-01-01,Senior Engineer
442653,Mona,Hebden,1965-01-04,1995-10-20,9999-01-01,Engineer
442658,Rutger,Taneja,1963-09-08,1998-04-18,9999-01-01,Engineer
442662,Sadegh,Raney,1963-06-04,1994-11-04,9999-01-01,Engineer
442680,Valeri,Rassart,1964-12-21,1991-08-16,9999-01-01,Engineer
442684,Alair,Reinhard,1964-10-16,1990-09-25,9999-01-01,Engineer
442696,Mohamadou,Schmiedel,1964-11-11,1995-01-05,9999-01-01,Assistant Engineer
442697,Morris,Budinsky,1964-09-14,1986-01-16,9999-01-01,Senior Engineer
442700,Siddarth,Masada,1965-01-06,1997-08-11,9999-01-01,Staff
442705,Masaki,Schnabel,1964-10-07,1992-04-24,9999-01-01,Staff
442726,Urs,Baaleh,1963-04-24,1988-02-03,9999-01-01,Senior Engineer
442741,Ung,Emmerich,1964-08-09,1995-09-06,9999-01-01,Staff
442745,Gunilla,Maraist,1963-11-12,1996-03-04,9999-01-01,Staff
442747,Teruyuki,Khalil,1964-04-08,1987-11-02,9999-01-01,Senior Engineer
442753,Shim,Brizzi,1963-03-11,1985-07-14,9999-01-01,Staff
442755,Nahum,Kuszyk,1963-08-27,1989-05-07,9999-01-01,Senior Engineer
442759,Adin,Marrakchi,1964-10-17,1995-08-29,9999-01-01,Senior Staff
442766,KayLiang,Lienhardt,1964-04-12,1999-09-21,9999-01-01,Staff
442770,Kolar,Teitelbaum,1964-10-20,1989-02-12,9999-01-01,Senior Staff
442771,Mahmut,Reghbati,1963-05-24,1998-12-23,9999-01-01,Engineer
442772,Saniya,Ohori,1964-11-17,1989-01-24,9999-01-01,Senior Engineer
442776,Saniya,Ramsay,1963-09-25,1991-01-18,9999-01-01,Engineer
442781,Fumiyo,Stasinski,1963-04-10,1990-03-28,9999-01-01,Senior Engineer
442782,Shahaf,Danlos,1963-03-13,1987-09-04,9999-01-01,Staff
442788,Jixiang,Breugel,1963-11-03,1999-11-11,9999-01-01,Senior Staff
442789,Werner,Prenel,1964-12-02,1988-03-30,9999-01-01,Senior Engineer
442791,Poornachandra,Rindone,1964-05-22,1997-03-07,9999-01-01,Staff
442805,Sachem,Provine,1964-06-24,1991-12-17,9999-01-01,Senior Staff
442807,Arno,Huxford,1963-09-26,1995-02-04,9999-01-01,Senior Staff
442810,Yuriy,Walstra,1963-08-28,1994-09-12,9999-01-01,Staff
442835,Masoud,Murillo,1963-12-31,1998-02-24,9999-01-01,Engineer
442853,Chenye,Lalonde,1963-04-08,1990-02-11,9999-01-01,Staff
442855,Baoqiu,Maccarone,1964-07-13,1992-11-12,9999-01-01,Senior Engineer
442861,Taisook,Rosch,1964-12-16,1987-07-06,9999-01-01,Staff
442887,Kasturi,Biran,1964-08-05,1990-08-15,9999-01-01,Senior Staff
442892,Jouni,Bellmore,1964-07-11,1998-01-05,9999-01-01,Assistant Engineer
442895,Remzi,Worfolk,1963-12-29,1999-06-26,9999-01-01,Staff
442898,Aksel,Gire,1965-01-07,1999-06-27,9999-01-01,Engineer
442899,Remco,Hiraishi,1964-10-07,1986-03-05,9999-01-01,Staff
442905,Kiam,Kumaresan,1964-03-09,1989-04-23,9999-01-01,Senior Staff
442923,Kokou,Zschoche,1963-09-18,1994-04-18,9999-01-01,Senior Staff
442950,Karlis,Binding,1963-03-30,1997-10-25,9999-01-01,Senior Engineer
442961,Stevo,Hofting,1963-11-20,1998-07-08,9999-01-01,Senior Staff
442968,Renee,Lueh,1964-10-26,1990-08-19,9999-01-01,Engineer
442992,Martine,Kroft,1963-08-04,1997-04-07,9999-01-01,Staff
442997,Mingsen,Angelov,1964-10-15,1989-09-17,9999-01-01,Senior Staff
443001,Saniya,Glowinski,1963-10-29,1992-07-10,9999-01-01,Senior Engineer
443007,Lech,Molenaar,1964-11-21,1994-12-03,9999-01-01,Staff
443008,Divier,Backhouse,1964-07-01,1999-10-02,9999-01-01,Senior Staff
443013,Guozhong,Butterworth,1964-12-21,1996-07-04,9999-01-01,Assistant Engineer
443019,Shuichi,Stiles,1964-10-07,1994-10-12,9999-01-01,Staff
443021,Cathie,Kowalchuk,1963-08-02,1994-03-30,9999-01-01,Staff
443057,Dietrich,Figueira,1964-12-17,1995-01-20,9999-01-01,Engineer
443059,Premal,Kitsuregawa,1964-08-10,1997-12-23,9999-01-01,Senior Engineer
443063,Mayumi,Rettelbach,1964-05-12,1997-08-12,9999-01-01,Staff
443066,Val,Lovengreen,1963-02-26,1986-10-06,9999-01-01,Senior Staff
443070,Kokou,Birjandi,1963-08-07,1990-03-22,9999-01-01,Staff
443080,Neelam,Camarinopoulos,1963-11-29,1998-10-14,9999-01-01,Senior Staff
443099,Chinhyun,Dahlbom,1963-05-08,1994-10-31,9999-01-01,Staff
443108,Christfried,Atrawala,1965-01-14,1998-11-29,9999-01-01,Senior Staff
443111,Faiza,Demke,1963-03-09,1998-11-14,9999-01-01,Staff
443112,Shih,Thibadeau,1963-01-29,1995-09-25,9999-01-01,Technique Leader
443116,Jaideep,Weisert,1964-05-15,1997-08-06,9999-01-01,Senior Staff
443119,Kiyomitsu,Thisen,1964-02-02,1997-12-08,9999-01-01,Engineer
443132,Maya,Barreiro,1963-07-03,1999-09-04,9999-01-01,Staff
443133,Seongbin,Takkinen,1963-04-29,1987-10-15,9999-01-01,Senior Staff
443136,Mohammad,Paciorek,1963-10-08,1989-11-18,9999-01-01,Technique Leader
443137,Zhiguo,Perez,1963-06-30,2001-05-14,9999-01-01,Staff
443154,Kish,Herath,1964-08-01,1987-02-19,9999-01-01,Engineer
443158,Jessie,Koprowski,1963-11-11,1998-10-12,9999-01-01,Staff
443177,Akeel,Slaats,1964-02-17,1986-12-20,9999-01-01,Senior Staff
443181,Rafols,Cairo,1963-10-13,1999-11-07,9999-01-01,Senior Engineer
443199,Alain,Pellegrinelli,1964-06-11,1988-04-27,9999-01-01,Senior Staff
443230,Mayuko,Hmelo,1964-06-07,1989-01-22,9999-01-01,Staff
443234,Theirry,Luff,1963-12-30,1995-02-17,9999-01-01,Senior Staff
443241,Jinya,Murrill,1963-08-25,1985-04-30,9999-01-01,Senior Engineer
443242,Stabislas,Boreale,1964-05-10,1997-10-07,9999-01-01,Staff
443243,Chaoyi,Jervis,1963-07-03,1988-03-14,9999-01-01,Engineer
443252,Sumant,Kohling,1963-02-24,1996-11-11,9999-01-01,Engineer
443257,Lokesh,Leivant,1963-12-10,1990-09-07,9999-01-01,Assistant Engineer
443265,Tommaso,Melichar,1964-04-24,1991-04-28,9999-01-01,Senior Engineer
443274,Kenton,Birrer,1963-04-23,1987-10-15,9999-01-01,Staff
443277,Remmert,Rande,1964-11-28,2000-09-01,9999-01-01,Senior Engineer
443285,Tuval,Hmelo,1963-04-30,1993-01-22,9999-01-01,Senior Engineer
443287,Nectarios,Doering,1964-12-02,1996-06-21,9999-01-01,Assistant Engineer
443293,Caolyn,Boyle,1963-09-25,1997-04-06,9999-01-01,Engineer
443294,Domenick,Menhoudj,1963-04-06,1995-11-20,9999-01-01,Engineer
443296,Panayotis,Speek,1964-03-09,1991-12-07,9999-01-01,Senior Staff
443302,Patricio,Hofting,1964-06-17,1999-05-22,9999-01-01,Staff
443324,Yuguang,Vendrig,1963-08-13,1995-07-13,9999-01-01,Senior Engineer
443328,Boriana,Manderick,1964-12-04,1997-09-14,9999-01-01,Engineer
443354,Zhenhua,Hertweck,1964-02-15,1991-04-28,9999-01-01,Senior Engineer
443355,Yakkov,Famili,1964-08-10,1995-08-23,9999-01-01,Senior Staff
443368,Erzsebet,Bernick,1963-06-25,2000-02-01,9999-01-01,Staff
443371,Subir,Valiente,1964-08-27,1995-01-02,9999-01-01,Engineer
443374,Bernd,Poupard,1963-07-03,1986-10-31,9999-01-01,Senior Engineer
443378,Manibrata,Eterovic,1963-12-14,1989-06-07,9999-01-01,Senior Engineer
443385,Douadi,Kaiserswerth,1964-02-14,1990-05-12,9999-01-01,Engineer
443403,Willard,Birjandi,1964-07-15,1996-01-07,9999-01-01,Senior Staff
443414,Heejo,Junot,1963-05-25,2001-04-21,9999-01-01,Technique Leader
443418,Anoosh,Albarhamtoshy,1963-07-17,1992-06-12,9999-01-01,Engineer
443420,Masato,Sewelson,1963-05-26,1993-05-25,9999-01-01,Engineer
443429,Mohit,Eiron,1964-11-07,1998-03-06,9999-01-01,Technique Leader
443432,Sangeeta,Hebert,1963-09-02,1985-11-09,9999-01-01,Senior Staff
443438,Gregory,Zirintsis,1964-03-18,1989-11-15,9999-01-01,Senior Engineer
443460,Poornachandra,Schwaller,1964-04-26,1990-12-18,9999-01-01,Senior Engineer
443472,Arnould,Sury,1963-06-15,1988-11-16,9999-01-01,Senior Engineer
443485,Marke,Klerer,1965-01-23,1990-04-14,9999-01-01,Senior Staff
443492,Tua,Choobineh,1963-01-09,1989-04-02,9999-01-01,Senior Engineer
443495,Holgard,Gulla,1963-01-12,1991-04-03,9999-01-01,Staff
443501,Cathie,Pocchiola,1963-04-27,1989-07-11,9999-01-01,Engineer
443504,Rildo,Pauthner,1963-11-22,1994-10-14,9999-01-01,Staff
443528,Maik,Terkki,1963-02-15,1991-02-03,9999-01-01,Staff
443529,Jongsuk,Suomi,1964-03-19,1985-05-24,9999-01-01,Senior Engineer
443566,Chikara,dAstous,1964-05-26,1994-03-23,9999-01-01,Senior Staff
443569,Haldun,Hiyoshi,1963-09-10,1995-07-18,9999-01-01,Senior Staff
443570,Zhiguo,Demizu,1963-06-03,1993-03-09,9999-01-01,Staff
443575,Jagoda,Peek,1964-08-30,1996-11-06,9999-01-01,Staff
443583,Adly,Gelosh,1963-12-25,1999-09-22,9999-01-01,Technique Leader
443587,Abdelkader,Bahr,1964-11-06,2001-04-24,9999-01-01,Technique Leader
443588,Christ,Chimia,1963-03-07,1988-09-25,9999-01-01,Engineer
443589,Udi,Sevcikova,1964-01-29,1985-05-13,9999-01-01,Engineer
443601,Prasadram,Liesche,1964-10-28,1990-05-20,9999-01-01,Senior Staff
443604,Flemming,Besancenot,1963-07-07,1991-02-17,9999-01-01,Senior Engineer
443606,Naftali,Rousseau,1963-12-24,1990-10-08,9999-01-01,Staff
443610,Kristin,Daescu,1964-02-04,1998-07-27,9999-01-01,Senior Engineer
443622,Elvis,Bage,1963-05-02,1991-07-01,9999-01-01,Senior Staff
443635,Krisda,Osgood,1964-02-09,1993-11-17,9999-01-01,Senior Staff
443639,Tomokazu,Flanders,1963-05-19,1988-12-12,9999-01-01,Senior Engineer
443653,Gregory,Asser,1964-10-18,1989-09-26,9999-01-01,Staff
443669,Fumitaka,Kolvik,1964-03-13,1999-09-06,9999-01-01,Engineer
443672,Etsuo,Perl,1963-09-04,1985-05-25,9999-01-01,Senior Engineer
443682,Rance,Fraisse,1964-06-10,1999-03-25,9999-01-01,Staff
443684,Pranas,Hebert,1963-01-27,1996-12-01,9999-01-01,Staff
443695,Sven,Genin,1963-02-13,2001-10-18,9999-01-01,Technique Leader
443705,Subhada,Gelosh,1964-08-29,1999-07-09,9999-01-01,Staff
443708,Bernardo,Kabayashi,1963-05-16,1987-02-12,9999-01-01,Senior Staff
443722,Marc,Nittel,1963-04-25,1986-12-07,9999-01-01,Staff
443727,Jaewon,Mitina,1963-11-09,1998-11-01,9999-01-01,Staff
443731,Prasadram,Kulisch,1963-07-26,1988-08-05,9999-01-01,Staff
443742,Mona,Leonhardt,1963-06-10,1993-05-14,9999-01-01,Senior Staff
443768,Martien,Baba,1963-09-21,2000-01-22,9999-01-01,Senior Engineer
443771,Itzchak,Pocchiola,1963-06-02,1996-10-22,9999-01-01,Staff
443785,Chuanti,Birsak,1963-02-08,1988-11-01,9999-01-01,Senior Engineer
443788,Koldo,Sidje,1963-07-24,1996-02-28,9999-01-01,Engineer
443789,Kazuhisa,Sadowsky,1963-10-30,1991-08-10,9999-01-01,Assistant Engineer
443791,Kristen,Kitai,1964-04-16,1991-04-23,9999-01-01,Senior Staff
443792,Yechezkel,Bernardeschi,1964-09-28,1985-07-22,9999-01-01,Senior Staff
443805,Sivanarayana,Verhaegen,1964-04-03,1987-02-13,9999-01-01,Engineer
443814,Ziyad,Hainaut,1964-09-25,1986-02-22,9999-01-01,Senior Staff
443833,Yonghong,Nivat,1963-03-31,1993-02-04,9999-01-01,Senior Engineer
443841,Shaw,Kading,1965-01-08,1992-07-16,9999-01-01,Staff
443843,Vidar,Pagter,1963-06-15,1991-02-28,9999-01-01,Engineer
443849,Yolla,Irland,1963-08-11,1989-03-28,9999-01-01,Senior Engineer
443857,Gen,Biran,1964-08-24,1999-11-24,9999-01-01,Senior Engineer
443858,Karoline,Poehlman,1964-05-11,1997-03-08,9999-01-01,Technique Leader
443863,Frazer,Thambidurai,1963-01-27,1990-02-21,9999-01-01,Senior Staff
443864,Akeno,Erez,1963-09-05,1998-11-06,9999-01-01,Engineer
443867,Fumitake,Perelgut,1963-10-10,1997-12-13,9999-01-01,Staff
443868,Maria,Ligten,1964-01-26,1998-06-10,9999-01-01,Staff
443873,Vatsa,Ramsay,1965-01-20,2000-06-16,9999-01-01,Senior Staff
443874,Roddy,Bratsberg,1963-05-02,1996-11-21,9999-01-01,Senior Staff
443885,Barna,Kossowski,1964-05-12,1989-12-01,9999-01-01,Senior Engineer
443900,Pranav,Kalorkoti,1964-11-09,1988-12-12,9999-01-01,Senior Staff
443901,Hidekazu,Murillo,1963-05-21,1985-08-09,9999-01-01,Senior Engineer
443933,Heejo,Brookman,1964-04-05,1999-02-15,9999-01-01,Staff
443937,Jiann,Ossenbruggen,1964-10-23,1988-03-30,9999-01-01,Senior Engineer
443943,Oscar,Pollacia,1963-01-30,1990-01-10,9999-01-01,Senior Staff
443944,Hongzhu,Skogmar,1963-01-08,1990-09-29,9999-01-01,Engineer
443948,Maha,Smeets,1963-12-06,1987-11-01,9999-01-01,Senior Engineer
443951,Heejo,Sluis,1963-05-13,1989-05-04,9999-01-01,Engineer
443955,Bodo,Litzler,1964-11-20,1987-12-20,9999-01-01,Staff
443961,Subhash,Papadias,1963-01-21,1996-05-01,9999-01-01,Engineer
443964,Stepehn,Cairo,1964-05-13,1988-09-06,9999-01-01,Senior Engineer
443981,Samphel,Rusmann,1964-12-19,1993-10-26,9999-01-01,Engineer
443984,Shigehiro,Whitcomb,1963-02-27,1988-10-13,9999-01-01,Senior Engineer
443985,Munehiko,Lund,1964-02-29,1994-09-05,9999-01-01,Senior Staff
443989,Kiyokazu,Peng,1963-08-28,1988-08-01,9999-01-01,Engineer
443991,Sivanarayana,Foote,1964-10-10,1987-03-10,9999-01-01,Senior Staff
444000,Cullen,Perri,1963-02-04,2000-06-21,9999-01-01,Engineer
444005,Carrsten,Karner,1964-06-01,1990-06-19,9999-01-01,Engineer
444037,Uwe,Klyachko,1964-08-12,1998-04-04,9999-01-01,Staff
444041,Marl,Sigstam,1964-05-31,1997-12-10,9999-01-01,Staff
444058,Xudong,Stemann,1963-08-31,1993-09-20,9999-01-01,Staff
444064,Shichao,Garrabrants,1964-04-15,1992-09-23,9999-01-01,Staff
444065,Tzvetan,Yoshizawa,1964-08-02,1996-07-02,9999-01-01,Staff
444068,Sachar,Munro,1963-07-31,1994-05-21,9999-01-01,Senior Engineer
444069,Gritta,Ratnaker,1963-10-15,1987-03-15,9999-01-01,Senior Engineer
444070,Heping,Skrikant,1965-01-15,1990-11-27,9999-01-01,Senior Staff
444072,Naftaly,Peral,1964-08-15,1986-01-30,9999-01-01,Senior Staff
444082,Matt,Weisert,1963-03-13,1989-09-29,9999-01-01,Senior Engineer
444087,Alejandro,Carrera,1964-07-14,1986-06-04,9999-01-01,Senior Staff
444089,Ramalingam,Levasseur,1963-01-12,1997-03-04,9999-01-01,Senior Staff
444090,Unal,Luan,1963-09-28,1991-08-08,9999-01-01,Engineer
444099,Kousuke,Worfolk,1965-01-28,1988-03-22,9999-01-01,Senior Staff
444104,Bernardo,Weiland,1963-08-31,1994-03-27,9999-01-01,Senior Engineer
444123,Weiyi,Schonegge,1963-11-08,1997-09-05,9999-01-01,Senior Staff
444137,Van,Makinen,1963-07-11,1997-12-07,9999-01-01,Staff
444149,Vitaly,Minakawa,1964-12-10,1987-03-31,9999-01-01,Staff
444156,Masaru,Szmurlo,1963-08-19,1998-07-27,9999-01-01,Engineer
444157,Gro,Quittner,1963-11-29,1993-09-26,9999-01-01,Engineer
444172,Premsyl,Alencar,1964-11-01,1997-04-14,9999-01-01,Engineer
444180,Katsuyuki,Picht,1964-08-12,1999-06-16,9999-01-01,Engineer
444185,Amstein,Tzvieli,1964-10-01,1989-09-27,9999-01-01,Staff
444199,Lokesh,Schauser,1964-10-28,1990-12-23,9999-01-01,Staff
444202,Zito,Bael,1964-07-11,1986-09-16,9999-01-01,Senior Staff
444206,Holgard,Weedman,1964-09-15,1997-01-05,9999-01-01,Technique Leader
444208,Irena,Cesareni,1965-01-27,1985-10-30,9999-01-01,Senior Staff
444214,Holgard,Pulkowski,1963-05-14,1987-10-22,9999-01-01,Senior Engineer
444233,Aris,Waleschkowski,1964-09-20,1988-12-10,9999-01-01,Engineer
444240,Masadi,Koyama,1964-04-17,1993-03-27,9999-01-01,Senior Staff
444244,Nalini,Jarecki,1964-11-02,1996-05-09,9999-01-01,Engineer
444245,Garnik,Bernatsky,1963-01-04,1999-09-17,9999-01-01,Staff
444259,Navid,Eastman,1964-08-06,1994-12-31,9999-01-01,Senior Engineer
444261,Shir,Narlikar,1963-03-24,1992-04-05,9999-01-01,Senior Staff
444269,Marjo,Farrow,1963-12-25,1990-07-18,9999-01-01,Senior Staff
444270,Magy,Leonhardt,1963-06-30,1994-10-30,9999-01-01,Senior Engineer
444273,Chirstian,Birrer,1964-10-16,2000-02-29,9999-01-01,Engineer
444291,Jaihie,Perng,1963-12-14,1991-12-16,9999-01-01,Engineer
444315,Limsoon,Mondadori,1963-03-24,1986-05-06,9999-01-01,Staff
444326,Hausi,Ranta,1963-10-02,1988-01-10,9999-01-01,Staff
444331,Chrisa,Niizuma,1964-12-30,1993-04-07,9999-01-01,Senior Staff
444333,Marke,Swan,1963-08-26,1996-03-07,9999-01-01,Senior Engineer
444337,Faiza,Schrift,1963-07-19,1995-04-07,9999-01-01,Assistant Engineer
444340,Mahendra,Tsukune,1963-09-10,1990-07-03,9999-01-01,Senior Staff
444341,Rayond,Noriega,1964-07-09,1989-03-14,9999-01-01,Senior Engineer
444345,Miquel,Rosen,1963-07-22,1997-05-30,9999-01-01,Staff
444355,Chikako,Muntz,1964-10-20,1990-04-05,9999-01-01,Engineer
444356,Aloke,Boudaillier,1963-04-18,1988-04-13,9999-01-01,Engineer
444361,Vesna,Juneja,1964-11-06,1995-01-07,9999-01-01,Senior Engineer
444363,Eckart,Falby,1964-10-03,1991-07-26,9999-01-01,Senior Engineer
444364,Feipei,Ohori,1963-09-19,1989-06-16,9999-01-01,Senior Engineer
444366,Adam,Farrow,1964-04-10,1996-10-16,9999-01-01,Staff
444369,Niclas,Antonisse,1964-04-01,1996-07-03,9999-01-01,Senior Engineer
444395,Shao,Dulay,1963-04-07,1996-03-01,9999-01-01,Assistant Engineer
444406,Jasminko,Lyonns,1964-09-06,1989-06-07,9999-01-01,Senior Staff
444417,Gopalakrishnan,Armand,1964-05-15,1988-07-30,9999-01-01,Engineer
444429,Fusako,Benantar,1964-07-20,1994-12-28,9999-01-01,Technique Leader
444438,Chaoyi,Weedman,1964-03-19,2001-11-19,9999-01-01,Engineer
444448,Alain,Chandrasekhar,1963-08-02,1997-07-27,9999-01-01,Senior Staff
444452,Percy,Ozeri,1963-11-22,1991-12-14,9999-01-01,Senior Engineer
444463,Duangkaew,Ciolek,1963-12-31,1996-11-02,9999-01-01,Staff
444465,Prasadram,Bultermann,1965-01-13,1998-10-25,9999-01-01,Senior Engineer
444466,Dung,Deverell,1964-04-05,1988-01-09,9999-01-01,Senior Staff
444468,Jayesh,Cyre,1964-07-18,1986-05-18,9999-01-01,Senior Engineer
444470,Along,Schapire,1963-12-12,1999-07-31,9999-01-01,Engineer
444476,Isamu,Farrag,1964-12-17,1988-03-05,9999-01-01,Senior Staff
444487,Udi,Rullman,1965-01-03,1994-04-09,9999-01-01,Senior Engineer
444489,Kristin,Journel,1964-09-03,1990-08-27,9999-01-01,Senior Engineer
444492,KayLiang,Babb,1963-06-03,1988-04-13,9999-01-01,Senior Engineer
444500,Remzi,Fendler,1963-05-09,1991-09-30,9999-01-01,Senior Engineer
444523,Chirstian,Collette,1963-03-13,1990-08-30,9999-01-01,Staff
444536,Mihalis,Diderrich,1963-07-21,1985-07-17,9999-01-01,Engineer
444555,Yannis,Georgatos,1964-11-09,1996-03-24,9999-01-01,Senior Staff
444584,Marie,Delgrande,1963-08-05,1986-12-06,9999-01-01,Senior Staff
444586,Maik,Straney,1963-11-19,1998-09-04,9999-01-01,Engineer
444593,Susuma,Jullig,1964-06-26,1998-04-04,9999-01-01,Engineer
444602,Dulce,Engelmann,1963-12-17,1988-05-21,9999-01-01,Engineer
444613,Adas,Heuser,1963-02-04,1994-06-24,9999-01-01,Technique Leader
444640,Nigel,Socorro,1963-04-25,1998-01-13,9999-01-01,Engineer
444643,Berna,Schonegge,1965-01-18,1998-06-28,9999-01-01,Staff
444653,KayLiang,Hasham,1964-05-24,1991-07-18,9999-01-01,Engineer
444674,Janche,Barreiro,1963-12-10,1992-11-17,9999-01-01,Engineer
444678,Ashish,Buescher,1963-05-24,1996-08-17,9999-01-01,Engineer
444679,Parto,Kilgore,1963-10-19,1992-02-01,9999-01-01,Assistant Engineer
444682,Gaetan,Cangellaris,1964-07-12,1998-05-31,9999-01-01,Senior Staff
444700,Owen,Gopalakrishnan,1964-09-12,1995-07-11,9999-01-01,Senior Engineer
444703,Freyja,Berztiss,1964-10-17,1997-01-03,9999-01-01,Senior Engineer
444712,Perla,Smeets,1964-02-11,1997-03-01,9999-01-01,Engineer
444718,Charmane,Jayawardene,1964-05-31,1993-12-24,9999-01-01,Staff
444737,Tsutomu,Hardjono,1963-02-05,1991-04-26,9999-01-01,Senior Engineer
444740,Kristen,Siochi,1964-02-05,1999-10-04,9999-01-01,Engineer
444743,Rimon,Maliniak,1963-06-29,2002-06-25,9999-01-01,Senior Engineer
444745,Zejun,Dolinsky,1964-02-27,1997-01-27,9999-01-01,Staff
444746,Gully,Ladret,1964-07-24,1991-02-19,9999-01-01,Senior Staff
444750,Nakhoon,Kilgour,1963-12-26,1996-01-09,9999-01-01,Senior Engineer
444751,Georg,Delgrange,1964-05-26,1999-05-27,9999-01-01,Staff
444754,Patricia,Birjandi,1964-01-09,1988-02-09,9999-01-01,Engineer
444785,Adil,Hegner,1963-02-02,1992-09-22,9999-01-01,Senior Engineer
444797,Lenore,Terekhov,1964-12-28,1998-10-28,9999-01-01,Senior Engineer
444798,Udaiprakash,Alameldin,1963-03-06,1995-04-20,9999-01-01,Senior Engineer
444803,Lene,Eldridge,1963-01-02,1989-12-09,9999-01-01,Engineer
444811,Urs,Gaughan,1963-10-19,1988-08-20,9999-01-01,Engineer
444813,Chirstian,Bugrara,1964-12-27,1994-09-27,9999-01-01,Engineer
444818,Shrikanth,Rosch,1963-08-22,1987-03-14,9999-01-01,Engineer
444822,Niteen,Dolinsky,1963-04-20,1995-07-29,9999-01-01,Engineer
444825,Kristinn,Thisen,1963-03-23,1988-04-16,9999-01-01,Senior Staff
